TIMESTAMP;SAMPLE;WEIGHT
0,13354674835483069;0;1
0,6965193849228655;0,4796220009739772;1
0,8892834326569059;0,6369526197378108;1
1,1964699342022742;0,6798604015841918;1
1,451599892462046;0,3266597495417325;1
2,547600524971749;1,3467221192440804;1
3,031625368716778;1,8214237734168237;1
3,7668083807792994;2,3216523135466285;1
4,008898790475542;1,9911531605252728;1
4,6032894073698145;1,294195086665228;1
5,566181543302581;2,1872729662495765;1
5,663173970030487;2,1175009390438255;1
5,950111233240769;2,2923179611756574;1
6,692734223395945;2,932868863597607;1
6,7392899512288205;2,697918952801132;1
7,368965236367735;3,082302691075294;1
7,444198554487064;2,825748792878728;1
7,9242999929044435;3,0446034282201024;1
9,410943265617883;4,348792470062618;1
10,616480146550286;4,377576876421989;1
10,655087331396436;4,3803564220765825;1
11,09880676577122;4,778815094765397;1
11,155207069851292;4,2689571764078185;1
11,507643791434822;3,4624308784715954;1
12,115418468391626;3,3705156630907513;1
13,458330981819483;4,584746758587137;1
13,771857966145102;4,687692777242928;1
14,371632306312632;4,958239466730273;1
15,383492312216285;4,4340395442593135;1
15,611377639050264;4,641137896522785;1
15,655383677481623;4,540169198622554;1
16,16720877922134;5,0081489110667725;1
16,448722744825496;4,766681043680528;1
16,512234546226292;4,315328749066476;1
16,60987086160842;2,549311536623211;1
17,682955151808134;3,2615133421418285;1
18,063139428896385;3,4170628024183856;1
19,08969458080282;3,3558705427026663;1
19,297394834286745;3,037895325179761;1
20,6087502347033;4,229927738893661;1
21,411451575817622;4,885084578652712;1
21,919034639102158;5,260646240844366;1
22,133886407850174;5,44090198130074;1
22,328992753472953;5,516363718759088;1
22,54350997360592;4,851701045423567;1
22,735011841704342;4,440674756861185;1
22,839741208687567;3,2973957583200253;1
23,869624968469807;3,9259786219031056;1
23,916539753631064;3,0755477237575413;1
24,03326083883481;2,5748831918824244;1
24,622918845575544;2,2752180148406147;1
24,70168219547446;1,027204565865297;1
25,13695717725613;1,3826107171708202;1
25,41896003570352;1,0375595654082161;1
25,530435880849065;0,6181827837851834;1
25,679454587050397;0,7493131766884993;1
26,083835941938666;0,32429620899966594;1
26,195845380294067;0;1
27,20791581906503;0,5663082224667697;1
27,48616095296673;0,8190259235644888;1
29,347332463918015;2,5582753994182355;1
29,438062840982056;2,4896580508498225;1
30,865343823566302;3,625275893730965;1
30,93007017335312;3,387246814050499;1
30,986981088073087;3,259610806816397;1
31,14916589445789;3,255317589427566;1
31,154459218368213;2,86145730346054;1
31,299850325834736;2,960968706617976;1
31,41592308149367;2,9669324928329743;1
31,835626599364733;2,4744123570754724;1
32,04776073291253;2,0077484965901924;1
32,460390129852335;1,5770561523779563;1
33,03435290774496;2,0337083539604635;1
33,065963989687646;1,9972684919255244;1
34,556156918142825;3,2781757238707563;1
34,65847527465651;3,2428774635427686;1
34,94055700332746;3,3351216370918024;1
36,85239662887528;4,961590398969772;1
37,395657396132705;5,39227513497255;1
38,9356380183531;6,554716374607182;1
39,512548876161034;6,998118612196187;1
39,88373666716952;6,637219890514615;1
40,0155525772966;6,605836307025193;1
41,37187045202783;6,622836120038492;1
